Accession	Group	Representative	Host	Species	Clade	Strain	Location	Author	Reference	Pubmed	Gene	Date
JQ993791	Group 27	IN TREE	Caloplaca sp. 3	Trebouxia arboricola	T. arboricola			Vargas Castillo	Fungal Biol 116 (6)  665-676 (2012) 	22658312	ITS	130601
JQ993795	UNIQUE	IN TREE	Caloplaca sp. 3	Trebouxia arboricola	T. arboricola			Vargas Castillo	Fungal Biol 116 (6)  665-676 (2012) 	22658312	ITS	130601
JQ993796	UNIQUE	IN TREE	Caloplaca sp. 3	Trebouxia arboricola	T. arboricola			Vargas Castillo	Fungal Biol 116 (6)  665-676 (2012) 	22658312	ITS	130601
JQ993786	UNIQUE	IN TREE	Caloplaca sp. 4	Trebouxia arboricola	T. arboricola			Vargas Castillo	Fungal Biol 116 (6)  665-676 (2012) 	22658312	ITS	130601
JQ993787	UNIQUE	IN TREE	Caloplaca sp. 4	Trebouxia arboricola	T. arboricola			Vargas Castillo	Fungal Biol 116 (6)  665-676 (2012) 	22658312	ITS	130601
JQ993789	Group 27	REDUNDANT	Caloplaca sp. 4	Trebouxia arboricola	T. arboricola			Vargas Castillo	Fungal Biol 116 (6)  665-676 (2012) 	22658312	ITS	130601
JQ993790	Group 27	REDUNDANT	Caloplaca sp. 4	Trebouxia arboricola	T. arboricola			Vargas Castillo	Fungal Biol 116 (6)  665-676 (2012) 	22658312	ITS	130601
JQ993792	UNIQUE	IN TREE	Caloplaca sp. 4	Trebouxia arboricola	T. arboricola			Vargas Castillo	Fungal Biol 116 (6)  665-676 (2012) 	22658312	ITS	130601
JQ993793	Group 27	REDUNDANT	Caloplaca sp. 4	Trebouxia arboricola	T. arboricola			Vargas Castillo	Fungal Biol 116 (6)  665-676 (2012) 	22658312	ITS	130601
JQ993794	UNIQUE	IN TREE	Caloplaca sp. 4	Trebouxia arboricola	T. arboricola			Vargas Castillo	Fungal Biol 116 (6)  665-676 (2012) 	22658312	ITS	130601
EF095235	Group 68	REDUNDANT	Caloplaca variabilis	Trebouxia sp.	T. sp. 5			Muggia	Mycol. Res 112  36-49 (2008) 		ITS	130601
EU717927	UNIQUE	IN TREE	Candelaria concolor	Trebouxia decolorans	T. decolorans			Werth	Am. J. Bot. 95(5)  568-576 (2008) 	21632383	ITS	130601
EU717928	UNIQUE	IN TREE	Candelaria concolor	Trebouxia decolorans	T. decolorans			Werth	Am. J. Bot. 95(5)  568-576 (2008) 	21632383	ITS	130601
JQ004573	Group 178	REDUNDANT	Candelaria sp.	Trebouxia impressa	T. impressa			Nan	Unpublished  		ITS	130601
JQ004576	UNIQUE	IN TREE	Candelaria sp.	Trebouxia sp.	T. arboricola			Nan	Unpublished  		ITS	130601
JQ004579	UNIQUE	IN TREE	Candelaria sp.	Trebouxia sp.	T. impressa			Nan	Unpublished  		ITS	130601
JN204789	Group 20	REDUNDANT	Carbonea sp	Trebouxia sp.	T. decolorans			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JX036241	Group 108	IN TREE	Carbonea sp.	Trebouxia sp.	T. sp. 4			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036173	Group 20	REDUNDANT	Carbonea vorticosa	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036174	Group 20	REDUNDANT	Carbonea vorticosa	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036175	Group 20	REDUNDANT	Carbonea vorticosa	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JN204747	UNIQUE	IN TREE	Carbonea vorticosa	Trebouxia sp.	T. sp. 1			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204751	Group 184	IN TREE	Carbonea vorticosa	Trebouxia jamesii	T. jamesii			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204752	Group 183	REDUNDANT	Carbonea vorticosa	Trebouxia sp.	T. jamesii			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204767	Group 109	REDUNDANT	Carbonea vorticosa	Trebouxia jamesii	T. jamesii			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204796	Group 66	REDUNDANT	Carbonea vorticosa	Trebouxia sp.	T. sp. 1			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204803	UNIQUE	IN TREE	Carbonea vorticosa	Trebouxia sp.	T. sp. 1			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204810	UNIQUE	IN TREE	Carbonea vorticosa	Trebouxia jamesii	T. jamesii			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
FM945343	Group 112	REDUNDANT	Cetraria aculeata	Trebouxia sp.	T. jamesii			Backor	Ecotoxicol. Environ. Saf. 73 (4)  603-612 (2010) 	20031214	ITS	130601
GQ375315	Group 109	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375316	Group 109	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375317	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375318	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375319	Group 109	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375320	Group 127	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375321	Group 127	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375322	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375323	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375324	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375325	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375326	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375327	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375328	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375329	Group 136	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375330	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375331	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375332	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375333	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375334	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375335	Group 112	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375336	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375337	Group 111	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375338	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375339	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375340	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375341	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375351	Group 110	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375352	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375353	Group 147	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375354	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375355	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375356	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375357	Group 168	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375358	Group 169	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375359	Group 168	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375360	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375361	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375362	Group 170	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375363	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375364	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375365	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375366	Group 147	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375367	Group 172	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375368	Group 172	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375369	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375370	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375386	Group 168	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
GQ375387	Group 172	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Domaschke	Polar Res 31  17353 (2012) 		ITS	130601
JQ314485	Group 111	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Perez-Ortega	Ann. Bot. 109 (6)  1133-1148 (2012) 	22451601	ITS	130601
JQ314486	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Perez-Ortega	Ann. Bot. 109 (6)  1133-1148 (2012) 	22451601	ITS	130601
JQ314487	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Perez-Ortega	Ann. Bot. 109 (6)  1133-1148 (2012) 	22451601	ITS	130601
GU124700	Group 147	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124701	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124702	Group 164	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124703	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124704	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124705	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124706	Group 109	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124707	Group 138	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124708	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124709	Group 109	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124710	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124711	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124712	Group 173	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124713	Group 169	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124714	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124715	Group 174	REDUNDANT	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124716	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124717	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124718	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
GU124719	UNIQUE	IN TREE	Cetraria aculeata	Trebouxia jamesii	T. jamesii			Seifried	Unpublished  		ITS	130601
FM945344	Group 109	REDUNDANT	Cetraria islandica	Trebouxia sp.	T. jamesii			Backor	Ecotoxicol. Environ. Saf. 73 (4)  603-612 (2010) 	20031214	ITS	130601
FM945345	Group 136	REDUNDANT	Cetraria islandica	Trebouxia sp.	T. jamesii			Backor	Ecotoxicol. Environ. Saf. 73 (4)  603-612 (2010) 	20031214	ITS	130601
FM945346	UNIQUE	IN TREE	Cetraria islandica	Trebouxia sp.	T. jamesii			Backor	Ecotoxicol. Environ. Saf. 73 (4)  603-612 (2010) 	20031214	ITS	130601
FJ626735	Group 129	REDUNDANT	Chaenotheca chrysocephala	Trebouxia simplex	T. jamesii	SAG 101.80		del Campo	Taxon 59 (2)  588-591 (2010) 		ITS	130601
AF453259	UNIQUE	IN TREE	Chaenotheca phaeocephala	Trebouxia arboricola	T. decolorans			Beck	Nord. J. Bot. 21  651-660 (2002) 		ITS	130601
AF453260	Group 109	REDUNDANT	Chaenotheca subroscida	Trebouxia simplex	T. jamesii			Beck	Nord. J. Bot. 21  651-660 (2002) 		ITS	130601
AF453261	Group 109	REDUNDANT	Chaenotheca subroscida	Trebouxia simplex	T. jamesii			Beck	Nord. J. Bot. 21  651-660 (2002) 		ITS	130601
AF453262	UNIQUE	IN TREE	Chaenotheca subroscida	Trebouxia simplex	T. jamesii			Beck	Nord. J. Bot. 21  651-660 (2002) 		ITS	130601
AF453263	Group 109	REDUNDANT	Chaenotheca subroscida	Trebouxia simplex	T. jamesii			Beck	Nord. J. Bot. 21  651-660 (2002) 		ITS	130601
AF453264	Group 109	REDUNDANT	Chaenotheca subroscida	Trebouxia simplex	T. jamesii			Beck	Nord. J. Bot. 21  651-660 (2002) 		ITS	130601
AF453265	UNIQUE	IN TREE	Chaenotheca subroscida	Trebouxia simplex	T. jamesii			Beck	Nord. J. Bot. 21  651-660 (2002) 		ITS	130601
AJ293785	UNIQUE	IN TREE	Dimelaena oreina	Trebouxia sp.	T. impressa			Helms	Lichenologist (Lond.) 33 (1)  73-86 (2001) 		ITS	130601
AF345889	UNIQUE	IN TREE	Diploschistes albescens	Trebouxia asymmetrica	T. asymmetrica	UTEX 2507		Piercey-Normore	Am. J. Bot. 88 (8)  1490-1498 (2001) 	21669682	ITS	130601
AJ249565	Group 42	REDUNDANT	Diploschistes diacapsis	Trebouxia asymmetrica	T. asymmetrica	SAG 48.88		Friedl	Mol. Phylogenet. Evol. 14 (3)  342-352 (2000) 	10712840	ITS	130601
EU416217	Group 147	IN TREE	Evernia divaricata	Trebouxia sp.	T. jamesii			Piercey-Normore	Unpublished  		ITS	130601
EU683440	UNIQUE	IN TREE	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Doering	Unpublished  		ITS	130601
DQ086103	UNIQUE	IN TREE	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	New Phytol. 169 (2)  331-344 (2006) 		ITS	130601
DQ086104	UNIQUE	IN TREE	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	New Phytol. 169 (2)  331-344 (2006) 		ITS	130601
DQ086105	UNIQUE	IN TREE	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	New Phytol. 169 (2)  331-344 (2006) 		ITS	130601
DQ086106	UNIQUE	IN TREE	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	New Phytol. 169 (2)  331-344 (2006) 		ITS	130601
DQ086107	Group 141	IN TREE	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	New Phytol. 169 (2)  331-344 (2006) 		ITS	130601
DQ086108	UNIQUE	IN TREE	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	New Phytol. 169 (2)  331-344 (2006) 		ITS	130601
EF457758	UNIQUE	IN TREE	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	Unpublished  		ITS	130601
EF457759	UNIQUE	IN TREE	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	Unpublished  		ITS	130601
EF457760	UNIQUE	IN TREE	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	Unpublished  		ITS	130601
EF457761	Group 69	REDUNDANT	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	Unpublished  		ITS	130601
EF457762	Group 69	IN TREE	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	Unpublished  		ITS	130601
EF457763	Group 69	REDUNDANT	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	Unpublished  		ITS	130601
EF457764	Group 112	REDUNDANT	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	Unpublished  		ITS	130601
EF457765	Group 112	IN TREE	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	Unpublished  		ITS	130601
EF457773	UNIQUE	IN TREE	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	Unpublished  		ITS	130601
EF457775	Group 179	REDUNDANT	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	Unpublished  		ITS	130601
EF457776	Group 179	REDUNDANT	Evernia mesomorpha	Trebouxia sp.	T. jamesii			Piercey-Normore	Unpublished  		ITS	130601
EF457770	UNIQUE	IN TREE	Everniastrum catawbiense	Trebouxia sp.	T. jamesii			Piercey-Normore	Unpublished  		ITS	130601
AY444751	Group 109	REDUNDANT	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444752	Group 109	REDUNDANT	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444753	Group 109	REDUNDANT	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444754	Group 109	REDUNDANT	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444756	Group 109	REDUNDANT	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444757	Group 112	REDUNDANT	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444758	UNIQUE	IN TREE	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444759	UNIQUE	IN TREE	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444760	Group 136	REDUNDANT	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444761	Group 112	REDUNDANT	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444762	Group 137	IN TREE	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444763	Group 112	REDUNDANT	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444764	Group 138	IN TREE	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444765	Group 218	IN TREE	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444766	Group 112	REDUNDANT	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444767	UNIQUE	IN TREE	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
AY444768	Group 218	REDUNDANT	Flavocetraria nivalis	Trebouxia jamesii	T. jamesii			Opanowicz	Lichenologist (Lond.) 26(2)  125-131 (2004) 		ITS	130601
EU683444	UNIQUE	IN TREE	Flavoparmelia caperata	Trebouxia sp.	T. impressa			Doering	Unpublished  		ITS	130601
AJ249568	Group 124	IN TREE	Flavoparmelia caperata	Trebouxia gelatinosa	T. gelatinosa			Friedl	Mol. Phylogenet. Evol. 14 (3)  342-352 (2000) 	10712840	ITS	130601
AJ249569	Group 124	REDUNDANT	Flavoparmelia caperata	Trebouxia gelatinosa	T. gelatinosa	UTEX 905		Friedl	Mol. Phylogenet. Evol. 14 (3)  342-352 (2000) 	10712840	ITS	130601
EU717915	UNIQUE	IN TREE	Flavoparmelia caperata	Trebouxia sp.	T. impressa			Werth	Am. J. Bot. 95(5)  568-576 (2008) 	21632383	ITS	130601
EU717918	UNIQUE	IN TREE	Flavoparmelia caperata	Trebouxia gelatinosa	T. gelatinosa			Werth	Am. J. Bot. 95(5)  568-576 (2008) 	21632383	ITS	130601
AJ249575	Group 220	REDUNDANT	Flavoparmelia subrudecta	Trebouxia gelatinosa	T. gelatinosa			Friedl	Mol. Phylogenet. Evol. 14 (3)  342-352 (2000) 	10712840	ITS	130601
AF344175	Group 41	REDUNDANT	Fulgensia fulgida	Trebouxia asymmetrica	T. asymmetrica			Beck	New Phytol. 153  317-326 (2002) 		ITS	130601
AF344176	Group 41	IN TREE	Fulgensia fulgida	Trebouxia asymmetrica	T. asymmetrica			Beck	New Phytol. 153  317-326 (2002) 		ITS	130601
JN204748	Group 213	REDUNDANT	fungal sp.	Trebouxia jamesii	T. jamesii			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204798	Group 66	REDUNDANT	fungal sp.	Trebouxia sp.	T. sp. 1			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204799	Group 66	REDUNDANT	fungal sp.	Trebouxia sp.	T. sp. 1			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204802	Group 66	REDUNDANT	fungal sp.	Trebouxia sp.	T. sp. 1			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204805	Group 213	REDUNDANT	fungal sp.	Trebouxia jamesii	T. jamesii			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JX036178	Group 21	REDUNDANT	Huea sp.	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036251	Group 21	REDUNDANT	Huea sp.	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036262	Group 20	REDUNDANT	Huea sp.	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036263	Group 20	REDUNDANT	Huea sp.	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
AJ511355	UNIQUE	IN TREE	Hypogymnia physodes	Trebouxia jamesii	T. jamesii			Helms	Unpublished  		ITS	130601
AJ511356	UNIQUE	IN TREE	Hypogymnia physodes	Trebouxia jamesii	T. jamesii			Helms	Unpublished  		ITS	130601
AJ511357	Group 130	REDUNDANT	Hypogymnia physodes	Trebouxia jamesii	T. jamesii			Helms	Unpublished  		ITS	130601
AJ511358	UNIQUE	IN TREE	Hypogymnia physodes	Trebouxia jamesii	T. jamesii			Helms	Unpublished  		ITS	130601
