Accession,Group,Representative,Host,Species,Clade,Strain,Location,Author,Reference,Pubmed,Gene,Date
"AF189069","Group 409","IN TREE","Parmelia rudecta","Trebouxia anticipata","","UTEX 903"," ","Sherwood","Phycologia 39, 139-146 (2000)"," ","rbcL","131021"
"AF189070","Group 018","REDUNDANT","Free-living","Ulva intestinalis",""," "," ","Sherwood","Phycologia 39, 139-146 (2000)"," ","rbcL","131021"
"AF189071","UNIQUE","IN TREE","Free-living","Ulva curvata",""," "," ","Sherwood","Phycologia 39, 139-146 (2000)"," ","rbcL","131021"
"AF321102","UNIQUE","IN TREE","Free-living","Choricystis sp.","","Hepperle Pi97/114"," ","Hepperle","Unpublished"," ","rbcL","131021"
"AF321103","Group 065","REDUNDANT","Free-living","Choricystis sp.","","Hepperle Pi97/32"," ","Hepperle","Unpublished"," ","rbcL","131021"
"AF321107","Group 065","IN TREE","Free-living","Choricystis sp.","","Hepperle Pi97/258"," ","Hepperle","Unpublished"," ","rbcL","131021"
"AF387104","UNIQUE","IN TREE","Free-living","Ulva tanneri",""," "," ","Woolcott","Unpublished"," ","rbcL","131021"
"AF387105","UNIQUE","IN TREE","Free-living","Percursaria percursa",""," "," ","Woolcott","Unpublished"," ","rbcL","131021"
"AF387106","UNIQUE","IN TREE","Free-living","Ulva compressa",""," "," ","Woolcott","Unpublished"," ","rbcL","131021"
"AF387108","UNIQUE","IN TREE","Free-living","Ulva lactuca",""," "," ","Woolcott","Unpublished"," ","rbcL","131021"
"AF387111","Group 312","REDUNDANT","Free-living","Prasiola sp.",""," "," ","Woolcott","Unpublished"," ","rbcL","131021"
"AF499667","UNIQUE","IN TREE","Free-living","Ulva californica","","UWCC MA712"," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF499668","Group 568","IN TREE","Free-living","Ulva fenestrata","","UWCC MA715"," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF499669","UNIQUE","IN TREE","Free-living","Ulva lactuca",""," "," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF499670","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF499671","UNIQUE","IN TREE","Free-living","Ulva intestinalis",""," "," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF499672","UNIQUE","IN TREE","Free-living","Ulva tanneri","","UWCC MA711"," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF499673","UNIQUE","IN TREE","Free-living","Ulvaria obscura var. blyttii",""," "," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF499674","UNIQUE","IN TREE","Free-living","Percursaria percursa","","UWCC MA230"," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF499677","UNIQUE","IN TREE","Free-living","Kornmannia leptoderma",""," "," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF499678","UNIQUE","IN TREE","Free-living","Pseudendoclonium fucicola","","CCMP1671"," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF499679","UNIQUE","IN TREE","Free-living","Tellamia contorta","","CCMP"," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF499681","UNIQUE","IN TREE","Free-living","Gloeotilopsis planctonica","","SAG 29.93"," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF499682","UNIQUE","IN TREE","Free-living","Pseudoneochloris marina","","UTEX 1445"," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF499684","UNIQUE","IN TREE","Free-living","Chlorella vulgaris","","SAG 211-11b"," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF499685","Group 089","REDUNDANT","Lobaria linita","Myrmecia biatorellae","","SAG 8.82"," ","Hayden","J. Phycol. 38 (6), 1200-1212 (2002)"," ","rbcL","131021"
"AF517083","UNIQUE","IN TREE","Free-living","Chlamydomonas pseudogloeogama","","SAG15.73"," ","Hoham","Unpublished"," ","rbcL","131021"
"AF525939","Group 041","REDUNDANT","Free-living","Ulva clathrata",""," "," ","Zhang","Unpublished"," ","rbcL","131021"
"AF525940","Group 041","IN TREE","Free-living","Ulva clathrata",""," "," ","Zhang","Unpublished"," ","rbcL","131021"
"AJ001877","UNIQUE","IN TREE","Free-living","Dunaliella parva","","UTEX 1983"," ","Hepperle","Unpublished"," ","rbcL","131021"
"AJ001879","UNIQUE","IN TREE","Free-living","Chloromonas serbinowi","","UTEX 492"," ","Hepperle","Unpublished"," ","rbcL","131021"
"AJ001880","Group 287","IN TREE","Free-living","Chlamydomonas tetragama","","NIES442"," ","Hepperle","Unpublished"," ","rbcL","131021"
"AJ001881","UNIQUE","IN TREE","Free-living","Chlorogonium elongatum","","IAM-C293"," ","Hepperle","Unpublished"," ","rbcL","131021"
"AJ001883","UNIQUE","IN TREE","Free-living","Phacotus lenticularis","","KR 91/1"," ","Hepperle","Unpublished"," ","rbcL","131021"
"AJ001885","UNIQUE","IN TREE","Free-living","Dysmorphococcus globosus","","SAG 20-1"," ","Hepperle","Unpublished"," ","rbcL","131021"
"AJ001886","UNIQUE","IN TREE","Free-living","Pteromonas protracta","","UTEX 647"," ","Hepperle","Unpublished"," ","rbcL","131021"
"AJ001887","Group 050","REDUNDANT","Free-living","Pteromonas angulosa","","KR 91/2"," ","Hepperle","Unpublished"," ","rbcL","131021"
"AJ001888","Group 050","IN TREE","Free-living","Pteromonas angulosa","","KR 91/3"," ","Hepperle","Unpublished"," ","rbcL","131021"
"AJ553953","UNIQUE","IN TREE","Free-living","Mougeotia sp.","","SVCK 417"," ","Gontcharov","Mol. Biol. Evol. 21 (3), 612-624 (2004)","14739253","rbcL","131021"
"AJ969634","UNIQUE","IN TREE","unknown","Trebouxia pyriformis","","IB 355"," ","Nyati","Unpublished"," ","rbcL","131021"
"AJ969635","Group 060","REDUNDANT","unknown","Trebouxia potteri","","IB 332"," ","Nyati","Unpublished"," ","rbcL","131021"
"AJ969636","Group 060","IN TREE","Xanthoria ulophyllodes","Trebouxia potteri",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969637","UNIQUE","IN TREE","unknown","Trebouxia flava","","IB 346"," ","Nyati","Unpublished"," ","rbcL","131021"
"AJ969638","Group 409","REDUNDANT","unknown","Trebouxia anticipata","","IB 340"," ","Nyati","Unpublished"," ","rbcL","131021"
"AJ969639","Group 029","REDUNDANT","unknown","Trebouxia crenulata","","IB 359"," ","Nyati","Unpublished"," ","rbcL","131021"
"AJ969640","Group 033","IN TREE","Teloschistes chrysopthalmus","Trebouxia gelatinosa",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969641","Group 033","REDUNDANT","unknown","Trebouxia gelatinosa","","IB 347"," ","Nyati","Unpublished"," ","rbcL","131021"
"AJ969642","Group 033","REDUNDANT","Xanthoria sp.","Trebouxia gelatinosa",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969643","Group 015","IN TREE","unknown","Trebouxia aggregata","","IB 325"," ","Nyati","Unpublished"," ","rbcL","131021"
"AJ969644","Group 015","REDUNDANT","Xanthoria ligulata","Trebouxia arboricola",""," "," ","Nyati","Unpublished"," ","rbcL","131021"
"AJ969645","UNIQUE","IN TREE","Xanthoria sp.","Trebouxia ",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969646","Group 015","REDUNDANT","Xanthoria parietina","Trebouxia arboricola",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969647","Group 015","REDUNDANT","Xanthoria parietina","Trebouxia arboricola",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969648","Group 015","REDUNDANT","Xanthoria parietina","Trebouxia arboricola",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969649","Group 030","REDUNDANT","Xanthoria sp.","Trebouxia decolorans",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969650","Group 030","REDUNDANT","Xanthoria sp.","Trebouxia decolorans",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969651","UNIQUE","IN TREE","Xanthoria parietina","Trebouxia decolorans",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969652","UNIQUE","IN TREE","Xanthoria hasseana","Trebouxia decolorans",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969653","Group 012","REDUNDANT","Xanthoria parietina","Trebouxia ",""," "," ","Nyati","Unpublished"," ","rbcL","131021"
"AJ969654","Group 012","IN TREE","Xanthoria parietina","Trebouxia decolorans",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969655","Group 012","REDUNDANT","Xanthoria candelaria","Trebouxia ",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969656","UNIQUE","IN TREE","Xanthoria parietina","Trebouxia decolorans",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969657","Group 012","REDUNDANT","unknown","Trebouxia decolorans","","IB 327"," ","Nyati","Unpublished"," ","rbcL","131021"
"AJ969658","Group 012","REDUNDANT","Xanthoria parietina","Trebouxia ",""," "," ","Nyati","Unpublished"," ","rbcL","131021"
"AJ969659","UNIQUE","IN TREE","Xanthoria parietina","Trebouxia decolorans",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969660","UNIQUE","IN TREE","Xanthoria parietina","Trebouxia decolorans",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969661","UNIQUE","IN TREE","unknown","Trebouxia showmanii","","IB 337"," ","Nyati","Unpublished"," ","rbcL","131021"
"AJ969662","UNIQUE","IN TREE","Xanthoria borealis","Trebouxia ",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969663","UNIQUE","IN TREE","unknown","Trebouxia jamesii","","IB 336"," ","Nyati","Unpublished"," ","rbcL","131021"
"AJ969664","UNIQUE","IN TREE","Xanthoria flammea","Trebouxia ",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969665","UNIQUE","IN TREE","Xanthoria sp.","Trebouxia arboricola",""," "," ","Nyati","Unpublished"," ","rbcL","131021"
"AJ969666","UNIQUE","IN TREE","Xanthoria ectaneoides","Trebouxia arboricola",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969667","UNIQUE","IN TREE","Xanthoria sp.","Trebouxia decolorans",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969668","Group 029","IN TREE","Xanthoria parietina","Trebouxia decolorans",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969669","Group 029","REDUNDANT","Xanthoria ligulata","Trebouxia arboricola",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AJ969670","UNIQUE","IN TREE","Xanthoria ligulata","Trebouxia arboricola",""," "," ","Nyati","Submitted (09-MAY-2005) Nyati S., Institute of Plant Biology, University of Zurich, Zollikerstrasse 107, Zurich 8008, Switzerland"," ","rbcL","131021"
"AM158960","UNIQUE","IN TREE","unknown","Trebouxia arboricola","","SAG 219-Ia"," ","Nyati","Unpublished"," ","rbcL","131021"
"AM158961","Group 030","IN TREE","Xanthoria parietina","Trebouxia sp.",""," "," ","Nyati","Unpublished"," ","rbcL","131021"
"AM158962","Group 012","REDUNDANT","Xanthoria polycarpa","Trebouxia sp.",""," "," ","Nyati","Unpublished"," ","rbcL","131021"
"AM158963","Group 034","REDUNDANT","Xanthoria parietina","Trebouxia sp.",""," "," ","Nyati","Unpublished"," ","rbcL","131021"
"AM158964","Group 034","REDUNDANT","Xanthoria parietina","Trebouxia decolorans",""," "," ","Nyati","Unpublished"," ","rbcL","131021"
"AM158965","Group 034","IN TREE","Xanthoria parietina","Trebouxia sp.",""," "," ","Nyati","Unpublished"," ","rbcL","131021"
"AM158966","Group 327","REDUNDANT","Xanthoria parietina","Trebouxia decolorans",""," "," ","Nyati","Unpublished"," ","rbcL","131021"
"AM158967","Group 327","IN TREE","Xanthoria parietina","Trebouxia sp.",""," "," ","Nyati","Unpublished"," ","rbcL","131021"
"AM158968","UNIQUE","IN TREE","unknown","Trebouxia ",""," "," ","Nyati","Unpublished"," ","rbcL","131021"
"AM158969","UNIQUE","IN TREE","unknown","Trebouxia ",""," "," ","Nyati","Unpublished"," ","rbcL","131021"
"AM159504","Group 012","REDUNDANT","Xanthoria parietina","Trebouxia decolorans",""," "," ","Nyati","Unpublished"," ","rbcL","131021"
"AM260439","UNIQUE","IN TREE","Psoroglaena stigonemoides","Auxenochlorella sp.","","P-1015"," ","Nyati","Plant Biol (Stuttg) 9 (3), 390-399 (2007)","17099847","rbcL","131021"
"AM260440","UNIQUE","IN TREE","Free-living","Auxenochlorella protothecoides","","SAG 211-7a"," ","Nyati","Plant Biol (Stuttg) 9 (3), 390-399 (2007)","17099847","rbcL","131021"
"AM260441","Group 749","REDUNDANT","Free-living","Prasiola crispa","","SAG 43.96"," ","Nyati","Plant Biol (Stuttg) 9 (3), 390-399 (2007)","17099847","rbcL","131021"
"AM260442","UNIQUE","IN TREE","Free-living","Stichococcus bacillaris","","SAG 379-1b"," ","Nyati","Plant Biol (Stuttg) 9 (3), 390-399 (2007)","17099847","rbcL","131021"
"AM260444","Group 011","REDUNDANT","Free-living","Diplosphaera mucosa","","SAG 48.86"," ","Nyati","Plant Biol (Stuttg) 9 (3), 390-399 (2007)","17099847","rbcL","131021"
"AM260445","Group 119","REDUNDANT","Free-living","Diplosphaera sp.","","SAG 49.86"," ","Nyati","Plant Biol (Stuttg) 9 (3), 390-399 (2007)","17099847","rbcL","131021"
"AM260446","Group 320","IN TREE","Free-living","Chloroidium saccharophilum","","SAG 211-1a"," ","Nyati","Plant Biol (Stuttg) 9 (3), 390-399 (2007)","17099847","rbcL","131021"
"AM260447","UNIQUE","IN TREE","Verrucaria sp.","Coccobotrys verrucariae","","SAG 16.97"," ","Nyati","Plant Biol (Stuttg) 9 (3), 390-399 (2007)","17099847","rbcL","131021"
"AM260448","UNIQUE","IN TREE","Free-living","Leptosira terrestris","","SAG 463.2"," ","Nyati","Plant Biol (Stuttg) 9 (3), 390-399 (2007)","17099847","rbcL","131021"
"AP012494","Group 463","REDUNDANT","Free-living","Gonium pectorale",""," "," ","Hamaji","PLoS ONE 8 (2), E57177 (2013)","23468928","rbcL","131021"
"AY234380","Group 718","REDUNDANT","Free-living","Choricystis sp.",""," "," ","Fawley","Unpublished"," ","rbcL","131021"
"AY234381","UNIQUE","IN TREE","Free-living","Choricystis sp.",""," "," ","Fawley","Unpublished"," ","rbcL","131021"
"AY255858","UNIQUE","IN TREE","Free-living","Ulva tanneri",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255859","UNIQUE","IN TREE","Free-living","Ulva compressa",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255860","UNIQUE","IN TREE","Free-living","Ulva intestinalis",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255861","UNIQUE","IN TREE","Free-living","Ulva linza",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255862","Group 055","IN TREE","Free-living","Ulva clathrata",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255863","UNIQUE","IN TREE","Free-living","Ulva procera",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255864","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255865","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255866","Group 018","IN TREE","Free-living","Ulva californica",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255867","UNIQUE","IN TREE","Free-living","Ulva fasciata",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255868","UNIQUE","IN TREE","Free-living","Ulva lobata",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255869","Group 069","IN TREE","Free-living","Ulva pseudocurvata",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255870","UNIQUE","IN TREE","Free-living","Ulva scandinavica",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255871","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255872","Group 042","IN TREE","Free-living","Ulva sp.",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255873","Group 022","REDUNDANT","Free-living","Ulva sp.",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255874","Group 099","IN TREE","Free-living","Ulva stenophylla",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255875","Group 099","REDUNDANT","Free-living","Ulva taeniata",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY255876","Group 394","IN TREE","Free-living","Umbraulva olivascens",""," "," ","Hayden","Eur. J. Phycol. 38, 277-294 (2003)"," ","rbcL","131021"
"AY257104","Group 027","REDUNDANT","Free-living","Strombidium sp.",""," "," ","McManus","Limnol. Oceanogr. 49, 308-313 (2004)"," ","rbcL","131021"
"AY257105","Group 027","REDUNDANT","Free-living","Strombidium sp.",""," "," ","McManus","Limnol. Oceanogr. 49, 308-313 (2004)"," ","rbcL","131021"
"AY257106","Group 025","REDUNDANT","Free-living","Strombidium sp.",""," "," ","McManus","Limnol. Oceanogr. 49, 308-313 (2004)"," ","rbcL","131021"
"AY257107","Group 025","IN TREE","Free-living","Strombidium sp.",""," "," ","McManus","Limnol. Oceanogr. 49, 308-313 (2004)"," ","rbcL","131021"
"AY257108","Group 027","IN TREE","Free-living","Strombidium sp.",""," "," ","McManus","Limnol. Oceanogr. 49, 308-313 (2004)"," ","rbcL","131021"
"AY257110","UNIQUE","IN TREE","Free-living","Strombidium sp.",""," "," ","McManus","Limnol. Oceanogr. 49, 308-313 (2004)"," ","rbcL","131021"
"AY257113","UNIQUE","IN TREE","Free-living","Strombidium sp.",""," "," ","McManus","Limnol. Oceanogr. 49, 308-313 (2004)"," ","rbcL","131021"
"AY257114","Group 025","REDUNDANT","Free-living","Strombidium sp.",""," "," ","McManus","Limnol. Oceanogr. 49, 308-313 (2004)"," ","rbcL","131021"
"AY257115","Group 025","REDUNDANT","Free-living","Strombidium sp.",""," "," ","McManus","Limnol. Oceanogr. 49, 308-313 (2004)"," ","rbcL","131021"
